1;24con.com;Buenos Aires;San Martín;Digital;Interés general
2;26Noticias.com.ar ;Buenos Aires;San Justo;Digital;Interés general
3;ABC1 Digital ;Entre Ríos;Paraná;Digital;Interés general
4;Abierta TV;Capital Federal;;Digital;Interés general
5;Actualidad Misiones;Misiones;Posadas;Digital;Interés general
6;Adn Mundo;Capital Federal;;Agencia;Interés general
7;ADN Agencia Digital de Noticias;Río Negro;Viedma;Agencia;Interés general
8;ADNciudad.com;Capital Federal;;Digital;Interés general
9;Agencia CyTA- Instituto Leloir;Capital Federal;;Digital;Salud
10;Agencia de Noticias Digital (Prov. Buenos Aires);Capital Federal;;Digital;Interés general
11;Agencia La Provincia;Buenos Aires;Salto;Agencia;Interés general
12;Agencia Latina Salud;Capital Federal;;Agencia;Salud
13;Agencia Nova;Buenos Aires;La Plata;Agencia;Interés general
14;CID - Diario del Viajero;Capital Federal;;Periódico;Interés general
15;AgenciaFe;Santa Fe;*;Agencia;Interés general
16;AIM;Entre Ríos;Paraná;Digital;Interés general
17;Ambito.com;Capital Federal;;Digital;Interés general
18;América 2;Capital Federal;;Televisión;Interés general
19;América 24;Capital Federal;;Televisión;Interés general
20;InfoCharata;Chaco;Charata ;Digital;Interés general
21;ANBariloche;Río Negro;Bariloche;Agencia;Interés general
22;ANInoticias;Buenos Aires;*;Agencia;Interés general
23;FM 106.9 - Antena 3 ;Buenos Aires;Escobar;Radio;Interés general
24;APF Digital;Entre Ríos;Paraná;Digital;Interés general
25;Argentina Municipal;Capital Federal;;Digital;Interés general
26;Bariloche 2000;Río Negro;Bariloche;Digital;Interés general
27;Buenos Aires Herald ;Capital Federal;;Periódico;Interés general
28;Cadenaaero.info;Capital Federal;;Digital;Interés general
29;CadenaGlobal.com.ar;Salta;Salta;Digital;Interés general
30;Cadena3.com;Córdoba;Córdoba;Digital;Interés general
31;Canal Provincial / Telered;Buenos Aires;Pilar;Televisión;Interés general
32;Catamarcaya.com;Catamarca;San Fernando;Digital;Interés general
33;Chacas Noticias;Chaco;Resistencia;Digital;Interés general
34;Ciudad;Capital Federal;;Digital;Interés general
35;Ciudadano;Mendoza;Godoy Cruz;Digital;Interés general
36;CN Saladillo;Buenos Aires;Saladillo;Digital;Interés general
37;Compacto de Noticias;Entre Ríos;Paraná;Digital;Interés general
38;Consignas;Tierra del Fuego;*;Digital;Interés general
39;Consultor de Salud;Capital Federal;;Periódico;Salud
40;Consultor de Salud (Digital);Capital Federal;;Digital;Salud
41;Corrientes en el Aire.com;Corrientes;Corrientes;Digital;Interés general
42;Corrientes Hoy;Corrientes;Corrientes;Digital;Interés general
43;Corrientes Noticias;Corrientes;Corrientes;Digital;Interés general
44;corrientesonline.com;Corrientes;Corrientes;Digital;Interés general
45;Datachaco.com;Chaco;Resistencia;Digital;Interés general
46;datasantafe.com.ar ;Santa Fe;*;Digital;Interés general
47;deArgentinos.com;Capital Federal;;Digital;Interés general
48;DERF;Santa Fe;Santa Fe;Digital;Interés general
49;deriojanos.com.ar;La Rioja;La Rioja;Digital;Interés general
50;Día Uno Digital;Entre Ríos;Concordia;Digital;Interés general
51;Diagonales;Buenos Aires;La Plata;Periódico;Interés general
52;168 Horas;Buenos Aires;Tigre;Periódico;Interés general
53;Bragado Virtual ;Buenos Aires;Bragado;Periódico;Interés general
54;Bragado Informa ;Buenos Aires;Bragado;Digital;Interés general
55;Diario C;Catamarca;San Fernando;Digital;Interés general
56;Diario Ciudad ;Buenos Aires;Ramallo;Periódico;Interés general
57;Diario Codigo de Noticias ;Buenos Aires;Saladillo;Periódico;Interés general
58;Diario De Chivilcoy ;Buenos Aires;Chivilcoy;Periódico;Interés general
59;Diario de Madryn;Chubut;Puerto Madryn;Periódico;Interés general
60;Diario de Madryn (Digital);Chubut;Puerto Madryn;Digital;Interés general
61;Diario del Sur Digital ;Entre Ríos;Concordia;Digital;Interés general
62;Don Torcuato;Buenos Aires;Don Torcuato;Periódico;Interés general
63;El Comercio;Buenos Aires;Tigre;Periódico;Interés general
64;El Nuevo Cronista ;Buenos Aires;Mercedes;Periódico;Interés general
65;El Nuevo Cronista (Digital);Buenos Aires;Mercedes;Digital;Interés general
66;El Diario;Buenos Aires;Luján;Periódico;Interés general
67;El Norte (Digital);Buenos Aires;San Nicolás de los Arroyos;Digital;Interés general
68;El Nuevo Diario Rojense;Buenos Aires;Rojas;Periódico;Interés general
69;Resumen;Buenos Aires;Pilar;Periódico;Interés general
70;Resumen (Digital);Buenos Aires;Pilar;Digital;Interés general
71;El Talar;Buenos Aires;Talar de Pacheco;Periódico;Interés general
72;Emisora 25 ;Buenos Aires;25 de Mayo;Periódico;Interés general
73;General Pacheco;Buenos Aires;General Pacheco ;Periódico;Interés general
74;Hoy Chivilcoy ;Buenos Aires;Chivilcoy;Periódico;Interés general
75;Info Chivilcoy ;Buenos Aires;Chivilcoy;Periódico;Interés general
76;Info Lobos;Buenos Aires;Lobos;Digital;Interés general
77;Informe Periodico;Buenos Aires;Tigre;Periódico;Interés general
78;La Libertad ;Buenos Aires;San Antonio de Areco;Periódico;Interés general
79;La Opinión de Mercedes;Buenos Aires;Mercedes;Periódico;Interés general
80;La Sintesis;Buenos Aires;Saladillo;Periódico;Interés general
81;Mercedes Ya ;Buenos Aires;Mercedes;Digital;Interés general
82;Diario Navarro;Buenos Aires;Navarro;Periódico;Interés general
83;Diario Noticias ;Buenos Aires;Baradero;Periódico;Interés general
84;Noticias Mercedinas.com ;Buenos Aires;Mercedes;Periódico;Interés general
85;Diario NP;Buenos Aires;San Miguel;Periódico;Interés general
86;Periodismo.com;Capital Federal;;Digital;Interés general
87;Pilar de Todos;Buenos Aires;Pilar;Digital;Interés general
88;Diario Reseña Informativa ;Buenos Aires;San Antonio de Areco;Periódico;Interés general
89;Diario Salto en Red;Buenos Aires;Salto;Periódico;Interés general
90;Diario Vive ;Buenos Aires;Chacabuco;Periódico;Interés general
91;Diario Zarate Informa;Buenos Aires;Zárate;Periódico;Interés general
92;Diario Zona Chivilcoy ;Buenos Aires;Chivilcoy;Periódico;Interés general
93;DiarioChaco.com;Chaco;Resistencia;Digital;Interés general
94;DiarioShow.com;Capital Federal;;Digital;Interés general
95;DYN;Capital Federal;;Agencia;Interés general
96;El Autonomista de Pte. Derqui;Buenos Aires;Derqui;Periódico;Interés general
97;El Depornauta;Capital Federal;;Digital;Interés general
98;El Derquino;Buenos Aires;Derqui;Periódico;Interés general
99;El Diario Regional de Pilar;Buenos Aires;Pilar;Periódico;Interés general
100;El Diario Regional de Pilar (Digital);Buenos Aires;Pilar;Digital;Interés general
101;El Regional ;Buenos Aires;Marcos Paz;Periódico;Interés general
102;El Territorio;Misiones;Posadas;Periódico;Interés general
103;El Territorio (Digital);Misiones;Posadas;Digital;Interés general
104;Corzuela Online;Chaco;Corzuela;Digital;Interés general
105;El Libertario.com;Jujuy;San Salvador de Jujuy;Digital;Interés general
106;Empresas News.com;Capital Federal;;Digital;Economía
107;En Positivo;Capital Federal;;Digital;Interés general
108;FM 89.3 - Alba;Salta;Tartagal;Radio;Interés general
109;FM Identidad;Buenos Aires;*;Radio;Interés general
110;FormosaAhora.com.ar;Formosa;Formosa;Digital;Interés general
111;Gente BA;Capital Federal;;Digital;Interés general
112;Gestión en salud;Capital Federal;;Revista;Salud
113;Gracias Doctor;Capital Federal;;Revista;Salud
114;HiperCrítico.com;Capital Federal;;Digital;Interés general
115;Hola Paciente;Capital Federal;;Digital;Salud
116;Hora de Informarse;Buenos Aires;Marcos Paz;Periódico;Interés general
117;Imass;Entre Ríos;Paraná;Digital;Interés general
118;Impulso Baires;Buenos Aires;La Plata;Digital;Interés general
119;Infobae.com;Capital Federal;;Digital;Interés general
120;InfoBAN;Buenos Aires;*;Digital;Interés general
121;InfoChubut.com;Chubut;Trelew;Digital;Interés general
122;Informatesalta.com.ar;Salta;Salta;Periódico;Interés general
123;Informatesalta.com.ar (Digital);Salta;Salta;Digital;Interés general
124;InterCountries;Buenos Aires;Pilar;Revista;Interés general
125;IntraMed;Capital Federal;;Digital;Salud
126;Inversor Salud;Capital Federal;;Digital;Salud
127;La Novena;Buenos Aires;Del Viso;Periódico;Interés general
128;La Tercera;Capital Federal;;Digital;Interés general
129;La Voz 90.1 (Digital);Entre Ríos;Paraná;Digital;Interés general
130;lapoliticaonline;Capital Federal;;Digital;Política
131;LineaCapital;Misiones;Posadas;Digital;Interés general
132;Link Informativo;Capital Federal;;Digital;Interés general
133;LT14;Entre Ríos;Paraná;Digital;Interés general
134;mdzol.com;Mendoza;Mendoza;Digital;Interés general
135;MedicosConsultores.com;Capital Federal;;Digital;Interés general
136;Mega 24;Corrientes;Corrientes;Digital;Interés general
137;Minutouno.com;Capital Federal;;Digital;Interés general
138;MiradorNacional.com;Capital Federal;;Digital;Interés general
139;Misiolandia;Misiones;Posadas;Digital;Interés general
140;Misiones Online;Misiones;Posadas;Digital;Interés general
141;momarandu.com;Corrientes;Corrientes;Digital;Interés general
142;Momento 24;Capital Federal;;Digital;Interés general
143;Necochea News;Buenos Aires;Necochea;Digital;Interés general
144;Notibaires.com;Buenos Aires;La Plata;Digital;Interés general
145;Noticias y Protagonista;Buenos Aires;Mar del Plata;Digital;Interés general
146;NoticiasNet;Río Negro;Viedma;Digital;Interés general
147;NOTIFE;Santa Fe;*;Digital;Interés general
148;Opciones Pilar;Buenos Aires;Pilar;Revista;Interés general
149;Para Ti Mamá;Capital Federal;;Revista;Mujer
150;Pilar News;Buenos Aires;Pilar;Periódico;Interés general
151;Pilar News (Digital);Buenos Aires;Pilar;Digital;Interés general
152;Pilar.com.ar;Buenos Aires;Pilar;Digital;Interés general
153;Pilarcity.com;Buenos Aires;Pilar;Digital;Interés general
154;PlusInformación;Buenos Aires;La Plata;Digital;Interés general
155;Portal SnWeb ;Buenos Aires;San Nicolás de los Arroyos;Digital;Interés general
156;Portales Médicos.com;Capital Federal;;Digital;Salud
157;Prensa Regional;Buenos Aires;Pilar;Periódico;Interés general
158;Prodiario.com;Santa Fe;*;Digital;Interés general
159;Continental;Capital Federal;;Digital;Interés general
160;El Diario;Buenos Aires;Carmen de Areco;Periódico;Interés general
161;PuntoBIZ;Santa Fe;Rosario;Digital;Economía
162;Puntonoticias;Buenos Aires;Mar del Plata;Digital;Interés general
163;Quilmes Presente ;Buenos Aires;Quilmes;Digital;Interés general
164;FM 102.1 - Radio 10;Buenos Aires;Mar del Plata;Radio;Interés general
165;AM 810 / FM 97.9 - Mitre;Córdoba;Córdoba;Radio;Interés general
166;FM 92.5 - Volcánica;Neuquén;Caviahue;Radio;Interés general
167;"Revista ""Sarmiento es""";Buenos Aires;Capitán Sarmiento;Revista;Interés general
168;Revista Creadores ;Buenos Aires;Carmen de Areco;Revista;Interés general
169;Revista de Adecra;Capital Federal;;Revista;Interés general
170;Revista El Distrito;Buenos Aires;Tigre;Revista;Interés general
171;La Nación Revista;Capital Federal;;Revista;Interés general
172;Revista La Zona;Buenos Aires;Carmen de Areco;Revista;Interés general
173;Revista Médicos;Capital Federal;;Revista;Salud
174;Revista NèA;Misiones;Posadas;Revista;Interés general
175;Revista Paradigma;Buenos Aires;Pilar;Revista;Interés general
176;Revista Pilar City & Countries;Buenos Aires;Pilar;Revista;Interés general
177;Revista Pilar City & Countries (Digital);Buenos Aires;Pilar;Digital;Interés general
178;Revista Sport ;Buenos Aires;San Nicolás de los Arroyos;Revista;Deportes
179;Rosario 3;Santa Fe;Rosario;Digital;Interés general
180;Saber Vivir;Capital Federal;;Digital;Salud
181;Salud & Vida OnLine ;Capital Federal;;Digital;Salud
182;Chispa;Buenos Aires;Rojas;Periódico;Interés general
183;El 38 ;Buenos Aires;Roque Pérez;Periódico;Interés general
184;Protagonistas ;Buenos Aires;Mercedes;Periódico;Interés general
185;Primera Fila;Buenos Aires;Capitán Sarmiento;Periódico;Interés general
186;El Argentino;Buenos Aires;Capitán Sarmiento;Periódico;Interés general
187;Presente;Buenos Aires;Luján;Periódico;Interés general
188;Propuesta Decente;Buenos Aires;Capitán Sarmiento;Periódico;Interés general
189;Servicio Sudamericano de Noticias ;Capital Federal;;Agencia;Salud
190;Sin Mordaza;Santa Fe;Santa Fe;Digital;Interés general
191;Sur54.com;Tierra del Fuego;*;Digital;Interés general
192;Teconte.com.ar;Capital Federal;;Digital;Interés general
193;Telam;Capital Federal;;Agencia;Interés general
194;Hoy;Entre Ríos;Concordia;Digital;Interés general
195;Telecreativa Canal 5;Buenos Aires;*;Agencia;Interés general
196;Telediariodigital.com.ar;Córdoba;Río Cuarto;Digital;Interés general
197;Telefe;Capital Federal;;Televisión;Interés general
198;Terra Argentina;Capital Federal;;Digital;Interés general
199;Tiempo Fueguino;Tierra del Fuego;Río Grande;Periódico;Interés general
200;Tiempo Fueguino (Digital);Tierra del Fuego;Río Grande;Digital;Interés general
201;Tiempo Pyme;Buenos Aires;*;Digital;Interés general
202;Tigris;Buenos Aires;Tigre;Revista;Interés general
203;TN;Capital Federal;;Televisión;Interés general
204;Total News Agency ;Capital Federal;;Agencia;Interés general
205;Única ;Capital Federal;;Revista;Interés general
206;Universia;Capital Federal;;Digital;Educación
207;Uno ;Entre Ríos;Paraná;Periódico;Interés general
208;Uno (Digital);Entre Ríos;Paraná;Digital;Interés general
209;El Sol;Mendoza;Mendoza;Periódico;Interés general
210;Uno Santa Fe ;Santa Fe;Santa Fe;Periódico;Interés general
211;Uno Santa Fe (Digital);Santa Fe;Santa Fe;Periódico;Interés general
212;Urgente 24;Capital Federal;;Digital;Interés general
213;Vanidades;Capital Federal;;Revista;Mujer
214;Verde Country;Buenos Aires;Pilar;Digital;Countries
215;WebPilar.com;Buenos Aires;Pilar;Digital;Interés general
216;Zona Norte Diario;Buenos Aires;*;Digital;Interés general
217;Infancia hoy;Capital Federal;;Periódico;Interés general
218;Infancia hoy (Digital);Capital Federal;;Digital;Interés general
219;Cuyo Noticias;Mendoza;Mendoza;Digital;Interés general
220;La Hora de Jujuy;Jujuy;San Salvador de Jujuy;Digital;Interés general
221;Primera Edición;Misiones;Posadas;Periódico;Interés general
222;OtroDía.com (Santa Fe);Santa Fe;*;Digital;Interés general
223;Diario Buenos Aires;Capital Federal;;Peródico;Interés general
224;Diario Judicial;Capital Federal;;Digital;Judiciales
225;El 1;Buenos Aires;San Justo;Periódico;Interés general
226;El 1 (Digital);Buenos Aires;San Justo;Digital;Interés general
227;Noticias con Objetividad;Buenos Aires;San Justo;Periódico;Interés general
228;Miradas al Sur;Capital Federal;;Periódico;Interés general
229;MendozaOpina.com;Mendoza;Mendoza;Digital;Interés general
230;Infoplusdigital;Buenos Aires;La Plata;Digital;Interés general
231;NeoMundo;Capital Federal;;Digital;Ciencia / Salud
232;Ediciones Médicas;*;*;Digital;Ciencia / Salud
233;Mejor Salud;Capital Federal;;Digital;Ciencia / Salud
234;El Profeta;*;*;Digital;Interés general
235;puntodereferencia.com;Corrientes;Corrientes;Digital;Interés general
236;Ciudad 1;Capital Federal;;Digital;Interés general
237;FM 100.9 - Brava;Salta;General Güemes;Radio;Interés general
238;La Web de Paraná;Entre Ríos;Paraná;Digital;Interés general
239;Nueva Rioja;La Rioja;La Rioja;Periódico;Interés general
240;Mapuchito.com;Río Negro;*;Digital;Interés general
241;Canal 3 Antaxus - Patagonia Argentina;Chubut;Trelew;Televisión;Interés general
242;FM Tiempo;Chubut;Trelew;Radio;Interés general
243;El Censor del Oeste Bonaerense;Buenos Aires;San Justo;Periódico;Interés general
244;DiarioBrown.com;Buenos Aires;Almirante Brown;Digital;Interés general
245;FM 88.9 - Radio El Debate;Buenos Aires;Zárate;Radio;Interés general
246;Mercosurnoticias.com;*;*;Digital;Interés general
247;Al Sur Informa.com;*;*;Digital;Interés general
248;Baradero te informa;Buenos Aires;Baradero;Digital;Interés general
249;Tuchaco.com;Chaco;Resistencia;Digital;Interés general
250;Chaco On Line;Chaco;Resistencia;Digital;Interés general
251;Nordestealdia.com ;Chaco;Resistencia;Digital;Interés general
252;ABC Chaco;Chaco;Resistencia;Digital;Interés general
253;Chaco Visión.com;Chaco;Resistencia;Digital;Interés general
254;Reporte 24 ;Chaco;Resistencia;Digital;Interés general
255;La Voz del Chaco;Chaco;Resistencia;Periódico;Interés general
256;FM 90.5 - Total;Corrientes;Curuzú Cuatiá;Radio;Interés general
257;Rumbos;Capital Federal;;Revista;Interés general
258;Análisis Nea;Chaco;Resistencia;Digital;Interés general
259;BasketNea;Chaco;Resistencia;Digital;Deportes
260;ChacoArgentino.com;Chaco;Resistencia;Digital;Interés general
261;Bruno Salud;Capital Federal;;Digital;Ciencia / Salud
262;Bureau de Salud;Capital Federal;;Digital;Ciencia / Salud
263;FM 88.3 - Estacion Pilar;Buenos Aires;Pilar;Radio;Mujer
264;FM 88.5 - Antena 5 ;Santa Fe;Rosario;Radio;Interés general
265;Online-911;Capital Federal;;Digital;Interés general
266;Jornada Online;Mendoza;Mendoza;Periódico;Interés general
267;SietePuntasDigital.com;Corrientes;Corrientes;Digital;Interés general
268;AM 540 - LU17 Golfo Nuevo;Chubut;Puerto Madryn;Radio;Interés general
269;FM 106;Buenos Aires;Saladillo;Digital;Interés general
270;InfoRosario.com;Santa Fe;Rosario;Digital;Interés general
271;Info341;Santa Fe;Rosario;Digital;Interés general
272;Argentinisches Tageblatt;Capital Federal;;Periódico;Interés general
273;Ámbito.com;Capital Federal;;Periódico;Interés general
274;Tu Chubut ;Chubut;Comodoro Rivadavia;Digital;Interés general
275;Magazine;Chubut;Comodoro Rivadavia;Digital;Interés general
276;Albatros Prensa Comodoro ;Chubut;Comodoro Rivadavia;Digital;Interés general
277;Infoglaciar ;Chubut;Comodoro Rivadavia;Digital;Interés general
278;La Ciudad ;Chubut;Rawson;Periódico;Interés general
279;Rawson Online ;Chubut;Rawson;Digital;Interés general
280;Tiempo Online ;Chubut;Rawson;Digital;Interés general
281;S.O.S. Patagonia ;Chubut;Puerto Madryn ;Digital;Ecología
282;Boletin Patagonia ;Chubut;Trelew ;Digital;Interés general
283;Paginas del Sur ;Chubut;Esquel ;Periódico;Interés general
284;Lago Puelo Digital;Chubut;Lago Puelo;Digital;Interés general
285;Paraquelosepas;Capital Federal;;Revista;Tendencias
286;El Veinticinqueño;Buenos Aires;25 de Mayo;Periódico;Interés general
287;FM 106.9  -Ciento Seis;Buenos Aires;25 de Mayo;Radio;Interés general
288;La Ciudad;Buenos Aires;Adrogué;Periódico;Interés general
289;Informe Especial;Buenos Aires;Alberti;Periódico;Interés general
290;FM 89.5 - Radio Sol;Buenos Aires;Alberti;Radio;Interés general
291;FM 90.1 - Radio Cristal;Buenos Aires;Alberti;Radio;Interés general
292;FM 92.5 América;Buenos Aires;América;Radio;Interés general
293;Acción;Buenos Aires;Arrecifes;Periódico;Interés general
294;Imagen;Buenos Aires;Arrecifes;Periódico;Interés general
295;Imagen (Digital);Buenos Aires;Arrecifes;Digital;Interés general
296;FM 91.5 Espacio;Buenos Aires;Arrecifes;Radio;Interés general
297;FM 91.9 Imágen;Buenos Aires;Arrecifes;Radio;Interés general
298;FM 99.9 - Estación 99;Buenos Aires;Arrecifes;Radio;Interés general
299;FM 102.7;Buenos Aires;Avellaneda;Radio;Interés general
300;FM 92.2;Buenos Aires;Avellaneda;Radio;Interés general
301;FM 98.9 - A;Buenos Aires;Azul;Radio;Interés general
302;FM 100.3 - Radio del Plata;Buenos Aires;Bahía Blanca;Radio;Interés general
303;FM 101.5 - Music;Buenos Aires;Bahía Blanca;Radio;Interés general
304;FM 101.9 - La Red;Buenos Aires;Bahía Blanca;Radio;Interés general
305;FM 103.1 - Fantástica;Buenos Aires;Bahía Blanca;Radio;Interés general
306;FM 103.9 - Continental;Buenos Aires;Bahía Blanca;Radio;Interés general
307;FM 105.9 - 40 principales;Buenos Aires;Bahía Blanca;Radio;Interés general
308;FM 106.3 - Mitre;Buenos Aires;Bahía Blanca;Radio;Interés general
309;FM 107.1 - Express;Buenos Aires;Bahía Blanca;Radio;Interés general
310;FM 88.3 - La 100;Buenos Aires;Bahía Blanca;Radio;Interés general
311;FM 92.3 - Radio 10;Buenos Aires;Bahía Blanca;Radio;Interés general
312;FM 92.7 - Aspen;Buenos Aires;Bahía Blanca;Radio;Interés general
313;FM 93.9 - K2 Radio;Buenos Aires;Bahía Blanca;Radio;Interés general
314;FM 94.1 - POP Radio;Buenos Aires;Bahía Blanca;Radio;Interés general
315;FM 94.5 - Cristal;Buenos Aires;Bahía Blanca;Radio;Interés general
316;FM 95.3 - Universal;Buenos Aires;Bahía Blanca;Radio;Interés general
317;FM 95.9 - Clásica;Buenos Aires;Bahía Blanca;Radio;Interés general
318;FM 98.3 - Mega;Buenos Aires;Bahía Blanca;Radio;Interés general
319;AM 840 LU2 - Radio Bahía Blanca ;Buenos Aires;Bahía Blanca;Radio;Interés general
320;Bahía Visión Color;Buenos Aires;Bahía Blanca;Televisión;Interés general
321;Canal Siete - Bahía Blanca;Buenos Aires;Bahía Blanca;Televisión;Interés general
322;FM 91.5 - Radio News;Buenos Aires;Balcarce;Radio;Interés general
323;FM 92.5 - La Radio del Rock Nacional;Buenos Aires;Balcarce;Radio;Interés general
324;El Pueblo;Buenos Aires;Berazategui;Periódico;Interés general
325;FM 107.7;Buenos Aires;Berazategui;Radio;Interés general
326;FM 106.7 - Radio 2000;Buenos Aires;Bolívar;Radio;Interés general
327;FM 89.7 - Estación 89;Buenos Aires;Bolívar;Radio;Interés general
328;FM 91.5 - Del Plata;Buenos Aires;Bolívar;Radio;Interés general
329;FM 93.3 - La 93;Buenos Aires;Bolívar;Radio;Interés general
330;FM 100.1- Mega;Buenos Aires;Bragado;Radio;Interés general
331;FM 106.9 - Ciento Seis;Buenos Aires;Bragado;Radio;Interés general
332;FM 88.5 - Tiempo;Buenos Aires;Bragado;Radio;Interés general
333;FM 90.9 - Radio Mitre;Buenos Aires;Bragado;Radio;Interés general
334;FM 91.5 - La 100;Buenos Aires;Bragado;Radio;Interés general
335;Tribuna;Buenos Aires;Brandsen;Periódico;Interés general
336;Tribuna (Digital);Buenos Aires;Brandsen;Digital;Interés general
337;FM 96.9 - Del campo;Buenos Aires;Brandsen;Radio;Interés general
338;La Defensa Popular;Buenos Aires;Campana;Periódico;Interés general
339;FM 107.7 - Top (ex UTN 104.3);Buenos Aires;Campana;Radio;Interés general
340;FM 91.7 - Radio City;Buenos Aires;Campana;Radio;Interés general
341;El Ciudadano;Buenos Aires;Cañuelas;Periódico;Interés general
342;FM 100.3 - Universo;Buenos Aires;Cañuelas;Radio;Interés general
343;FM 90.5 - Libertad;Buenos Aires;Cañuelas;Radio;Interés general
344;FM 91.5 - Magic;Buenos Aires;Cañuelas;Radio;Interés general
345;La Verdad;Buenos Aires;Cañuelas;Periódico;Interés general
346;Habitat;Buenos Aires;Carapachay;Revista;Construcción
347;Habitat (Digital);Buenos Aires;Carapachay;Digital;Construcción
348;FM 100.3 - Universo;Buenos Aires;Carhué;Radio;Interés general
349;FM 93.1 - Código Cariló;Buenos Aires;Cariló;Radio;Interés general
350;FM 92.3 - Radio 10;Buenos Aires;Carlos Tejedor;Radio;Interés general
351;El Independiente;Buenos Aires;Carmen de Areco;Periódico;Interés general
352;FM 96.3 - Sincope;Buenos Aires;Carmen de Areco;Radio;Interés general
353;Caseros y su gente;Buenos Aires;Caseros;Revista;Interés general
354;Oeste Baires;Buenos Aires;Castelar;Periódico;Interés general
355;El Noticiero de Castelli;Buenos Aires;Castelli;Periódico;Interés general
356;AM 1580 - LT36 Radio Chacabuco;Buenos Aires;Chacabuco;Radio;Interés general
357;Diario de Hoy;Buenos Aires;Chacabuco;Periódico;Interés general
358;FM 91.7 - Universal;Buenos Aires;Chacabuco;Radio;Interés general
359;FM 97.5 - LRI 325 Radio Vida;Buenos Aires;Chacabuco;Radio;Interés general
360;El Fuerte;Buenos Aires;Chascomús;Periódico;Interés general
361;El Imparcial;Buenos Aires;Chascomús;Periódico;Interés general
362;FM 106.7 - Vox;Buenos Aires;Chascomús;Radio;Interés general
363;FM 90.9 - LRI 721 Hot Radio;Buenos Aires;Chascomús;Radio;Interés general
364;FM 92.9 - El Sol;Buenos Aires;Chascomús;Radio;Interés general
365;FM 92.9 - El Sol (Digital);Buenos Aires;Chascomús;Digital;Interés general
366;FM Bases;Buenos Aires;Chascomús;Radio;Interés general
367;AM 1550 - LT32 Radio Chivilcoy ;Buenos Aires;Chivilcoy;Radio;Interés general
368;FM 103.7 - Radio Local;Buenos Aires;Chivilcoy;Radio;Interés general
369;FM 106.9 - Ciento Sies;Buenos Aires;Chivilcoy;Radio;Interés general
370;FM 89.3 - Sónica;Buenos Aires;Chivilcoy;Radio;Interés general
371;FM 93.5 - Fiesta;Buenos Aires;Chivilcoy;Radio;Interés general
372;El Nuevo Llano;Buenos Aires;Colón;Periódico;Interés general
373;El Pueblo;Buenos Aires;Colón;Periódico;Interés general
374;FM 90.1 - Emisora Colón;Buenos Aires;Colón;Radio;Interés general
375;AM 1470 - Radio Coronel Dorrego;Buenos Aires;Coronel Dorrego;Radio;Interés general
376;Ecos de mi Ciudad;Buenos Aires;Coronel Dorrego;Periódico;Interés general
377;FM 107.3 - Music;Buenos Aires;Coronel Dorrego;Radio;Interés general
378;FM 92.1 - Del Galeón;Buenos Aires;Coronel Dorrego;Radio;Interés general
379;FM 95.7 - Universal;Buenos Aires;Coronel Dorrego;Radio;Interés general
380;El Diario;Buenos Aires;Coronel Pringles;Periódico;Interés general
381;FM 100.3 - Pringles;Buenos Aires;Coronel Pringles;Radio;Interés general
382;FM 100.5 - Frecuencia 36;Buenos Aires;Coronel Suárez;Radio;Interés general
383;FM 105.1 - City;Buenos Aires;Coronel Suárez;Radio;Interés general
384;FM 91.1 - Lider;Buenos Aires;Coronel Suárez;Radio;Interés general
385;FM 107.5 - Estilo;Buenos Aires;Daireaux;Radio;Interés general
386;Huinca Loo;Buenos Aires;Daireaux;Periódico;Interés general
387;FM 90.1 - América del Sur;Buenos Aires;Dolores;Radio;Interés general
388;FM 91.5 - Dolores;Buenos Aires;Dolores;Radio;Interés general
389;FM Panamericana 88.5;Buenos Aires;Escobar;Radio;Interés general
390;FM Santa María 89.3;Buenos Aires;Escobar;Radio;Interés general
391;Nueva Echeverría;Buenos Aires;Esteban Echeverría;Periódico;Interés general
392;FM Travesía 97.2;Buenos Aires;Florencio Varela;Radio;Interés general
393;FM 101.9 - Ascensión;Buenos Aires;General Arenales;Radio;Interés general
394;FM 104.3 - Arenales;Buenos Aires;General Arenales;Radio;Interés general
395;El Imparcial;Buenos Aires;General Belgrano;Periódico;Interés general
396;FM 90.5 - Power;Buenos Aires;General Belgrano;Radio;Interés general
397;FM 103.7 - Activa;Buenos Aires;General Las Heras;Radio;Interés general
398;FM 92.5 - Radio Tuyú;Buenos Aires;General Madariaga;Radio;Interés general
399;FM El Tronco 94.7;Buenos Aires;General Rodríguez;Radio;Interés general
400;FM Vall 88.5;Buenos Aires;General Rodríguez;Radio;Interés general
401;La Hoja;Buenos Aires;General Rodríguez;Periódico;Interés general
402;Impacto;Buenos Aires;General Viamonte;Periódico;Interés general
403;FM 92.9 - Peregrina;Buenos Aires;General Villegas;Radio;Interés general
404;FM 93.7 - Actualidad;Buenos Aires;General Villegas;Radio;Interés general
405;El Heraldo;Buenos Aires;González Chávez;Periódico;Interés general
406;FM 90.1 - Arco Iris;Buenos Aires;Gonzáles Cháves;Radio;Interés general
407;FM Del Oeste 106.9;Buenos Aires;Hurlingham;Radio;Interés general
408;La Opinión;Buenos Aires;Hurlingham;Periódico;Interés general
409;La Opinión (Digital);Buenos Aires;Hurlingham;Digital;Interés general
410;FM Nueva Argentina 103.3;Buenos Aires;Ituzaingó;Radio;Interés general
411;La Opinión;Buenos Aires;Ituzaingó;Periódico;Interés general
